username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
RhymeDistrict;2014-12-07 15:21;0;0;"the cia did lsd tests where they gave heroin addicts increasing doses of lsd for 77 straight days and as a reward would give them heroin";;;;"541688917775245312";https://twitter.com/RhymeDistrict/status/541688917775245312
stevesilberman;2014-11-09 16:44;0;1;"@strngwys @burritojustice @alexismadrigal Heroin and cocaine, sold to kids who knew gov warnings about drugs were BS (see LSD ), did the job.";;@strngwys @burritojustice @alexismadrigal;;"531562962134499329";https://twitter.com/stevesilberman/status/531562962134499329
firetib;2014-11-06 18:29;0;0;"@WWLAMFM your article says LSU and heroin what is LSU or did you mean LSD";;@WWLAMFM;;"530502233579069440";https://twitter.com/firetib/status/530502233579069440
brycemacman;2014-10-31 14:57;0;0;"Did you know marijuana is a schedule 1 drug? Right there next to heroin and lsd . Makes sense....";;;;"528259605604745216";https://twitter.com/brycemacman/status/528259605604745216
Ben_Biehl;2014-10-26 14:33;0;1;"“ @Justin_Journey : Last night a guy told me he did LSD and heroin #KentHalloween ” that dude was just scary to talk to";;@Justin_Journey;#KentHalloween;"526441510993412096";https://twitter.com/Ben_Biehl/status/526441510993412096
Justin_Journey;2014-10-26 14:21;0;3;"Last night a guy told me he did LSD and heroin #KentHalloween";;;#KentHalloween;"526438366192357376";https://twitter.com/Justin_Journey/status/526438366192357376
_ACTION2JACKSON;2014-10-15 20:17;0;0;"Lol this man on cops hilarious. Cop asked did he do drugs he said yea LSD ,Cocaine, Heroin , and PCP #ctfu";;;#ctfu;"522541750196654081";https://twitter.com/_ACTION2JACKSON/status/522541750196654081
Bonusje;2014-09-21 17:38;0;0;"@HealingCPTSD lsd damaged all of Civilisation alot in every branche and sector like cocaine also did more than heroin #permanentdamage";;@HealingCPTSD;#permanentdamage;"513804543189327872";https://twitter.com/Bonusje/status/513804543189327872
prettycAzoNe;2014-09-20 10:59;0;0;"@duncantrussell I spent years guzzling LSD and Shroomz, did I ruin the insight I gained by committing to a 7yr heroin addiction? #lost Ep125";;@duncantrussell;#lost;"513341774736007168";https://twitter.com/prettycAzoNe/status/513341774736007168
megan7331;2014-08-29 11:43;0;0;"@CousCous6 I told my mom that my friend did LSD and my brother showed up thinking she did heroin . The war on drugs ruined people..";;@CousCous6;;"505380148879712256";https://twitter.com/megan7331/status/505380148879712256
